,no rank,superkingdom,genus,species,order,phylum,class,family,strain,forma specialis,clade,subphylum,suborder,subspecies,species group,species subgroup,subfamily,subgenus,serogroup,serotype,biotype,tribe,subclass,isolate,pathogroup
712368,unclassified Leptotrichia,Bacteria,Leptotrichia,Leptotrichia sp. oral taxon 498,Fusobacteriales,Fusobacteria,Fusobacteriia,Leptotrichiaceae,,,,,,,,,,,,,,,,,
712411,unclassified Olsenella,Bacteria,Olsenella,Olsenella sp. oral taxon 807,Coriobacteriales,Actinobacteria,Coriobacteriia,Atopobiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
712538,unclassified Selenomonas,Bacteria,Selenomonas,Selenomonas sp. oral taxon 478,Selenomonadales,Firmicutes,Negativicutes,Selenomonadaceae,,,Terrabacteria group,,,,,,,,,,,,,,
712623,unclassified Streptococcus,Bacteria,Streptococcus,Streptococcus sp. oral taxon 061,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
712633,unclassified Streptococcus,Bacteria,Streptococcus,Streptococcus sp. oral taxon 431,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
712710,unclassified Tannerella,Bacteria,Tannerella,Tannerella sp. oral taxon HOT-286,Bacteroidales,Bacteroidetes,Bacteroidia,Tannerellaceae,,,FCB group,,,,,,,,,,,,,,
712991,unclassified Lachnospiraceae,Bacteria,,Lachnospiraceae bacterium oral taxon 500,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,,Terrabacteria group,,,,,,,,,,,,,,
713030,unclassified Selenomonas,Bacteria,Selenomonas,Selenomonas sp. oral taxon 136,Selenomonadales,Firmicutes,Negativicutes,Selenomonadaceae,,,Terrabacteria group,,,,,,,,,,,,,,
713059,unclassified Saccharibacteria,Bacteria,,Candidatus Saccharibacteria bacterium oral taxon 488,,Candidatus Saccharibacteria,,,,,Bacteria candidate phyla,,,,,,,,,,,,,,
1453429,cellular organisms,Bacteria,Candidatus Atelocyanobacterium,Candidatus Atelocyanobacterium thalassa,Chroococcales,Cyanobacteria,,Aphanothecaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,Oscillatoriophycideae,Candidatus Atelocyanobacterium thalassa isolate ALOHA,
714067,cellular organisms,Bacteria,Kroppenstedtia,Kroppenstedtia eburnea,Bacillales,Firmicutes,Bacilli,Thermoactinomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
715451,cellular organisms,Bacteria,Alteromonas,Alteromonas naphthalenivorans,Alteromonadales,Proteobacteria,Gammaproteobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,,
716816,cellular organisms,Bacteria,Oceanicoccus,Oceanicoccus sagamiensis,Cellvibrionales,Proteobacteria,Gammaproteobacteria,Spongiibacteraceae,,,,,,,,,,,,,,,,,
716928,Sinorhizobium/Ensifer group,Bacteria,Ensifer,Ensifer sojae,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,Ensifer sojae CCBAU 05684,,,,,,,,,,,,,,,,
608506,cellular organisms,Bacteria,Caldicellulosiruptor,Caldicellulosiruptor obsidiansis,Thermoanaerobacterales,Firmicutes,Clostridia,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor obsidiansis OB47,,Terrabacteria group,,,,,,,,,,,,,,
717785,unclassified Hyphomicrobium,Bacteria,Hyphomicrobium,Hyphomicrobium sp. MC1,Rhizobiales,Proteobacteria,Alphaproteobacteria,Hyphomicrobiaceae,,,,,,,,,,,,,,,,,
718192,cellular organisms,Bacteria,Litorilituus,Litorilituus sediminis,Alteromonadales,Proteobacteria,Gammaproteobacteria,Colwelliaceae,,,,,,,,,,,,,,,,,
1228987,unclassified Cyanobacteria,Bacteria,,cyanobacterium endosymbiont of Epithemia turgida,,Cyanobacteria,,,,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
722731,cellular organisms,Bacteria,Mycobacterium,Mycobacterium shigaense,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,Mycobacterium simiae complex,,,,,,,,,,
742013,unclassified Delftia,Bacteria,Delftia,Delftia sp. Cs1-4,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
743722,unclassified Sphingobacterium,Bacteria,Sphingobacterium,Sphingobacterium sp. 21,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
744985,unclassified Pelagibacteraceae,Bacteria,,alpha proteobacterium HIMB59,Pelagibacterales,Proteobacteria,Alphaproteobacteria,Pelagibacteraceae,,,,,,,,,,,,,,,,,
745310,unclassified Sphingomonas,Bacteria,Sphingomonas,Sphingomonas sp. MM-1,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
748247,unclassified Azoarcus,Bacteria,Azoarcus,Azoarcus sp. KH32C,Rhodocyclales,Proteobacteria,Betaproteobacteria,Zoogloeaceae,,,,,,,,,,,,,,,,,
748280,unclassified Pseudogulbenkiania,Bacteria,Pseudogulbenkiania,Pseudogulbenkiania sp. NH8B,Neisseriales,Proteobacteria,Betaproteobacteria,Chromobacteriaceae,,,,,,,,,,,,,,,,,
1223802,cellular organisms,Bacteria,Sulfuritalea,Sulfuritalea hydrogenivorans,Nitrosomonadales,Proteobacteria,Betaproteobacteria,Sterolibacteriaceae,Sulfuritalea hydrogenivorans sk43H,,,,,,,,,,,,,,,,
754409,unclassified Winogradskyella,Bacteria,Winogradskyella,Winogradskyella sp. PG-2,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
754476,cellular organisms,Bacteria,Methylophaga,Methylophaga nitratireducenticrescens,Thiotrichales,Proteobacteria,Gammaproteobacteria,Piscirickettsiaceae,,,,,,,,,,,,,,,,,
754477,cellular organisms,Bacteria,Methylophaga,Methylophaga frappieri,Thiotrichales,Proteobacteria,Gammaproteobacteria,Piscirickettsiaceae,,,,,,,,,,,,,,,,,
754515,unclassified Mycoplasma,Bacteria,Mycoplasma,Mycoplasma sp. Mirounga ES2806-GEN,Mycoplasmatales,Tenericutes,Mollicutes,Mycoplasmataceae,,,Terrabacteria group,,,,,,,,,,,,,,
754516,unclassified Mycoplasma,Bacteria,Mycoplasma,Mycoplasma sp. Mirounga ES2806-NAS,Mycoplasmatales,Tenericutes,Mollicutes,Mycoplasmataceae,,,Terrabacteria group,,,,,,,,,,,,,,
754517,unclassified Mycoplasma,Bacteria,Mycoplasma,Mycoplasma sp. Phocoena C-264-GEN,Mycoplasmatales,Tenericutes,Mollicutes,Mycoplasmataceae,,,Terrabacteria group,,,,,,,,,,,,,,
755731,unclassified Clostridium,Bacteria,Clostridium,Clostridium sp. BNL1100,Clostridiales,Firmicutes,Clostridia,Clostridiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
756892,cellular organisms,Bacteria,Acinetobacter,Acinetobacter indicus,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
758782,unclassified Burkholderia,Bacteria,Burkholderia,Burkholderia sp. THE68,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
758793,cellular organisms,Bacteria,Burkholderia,Burkholderia insecticola,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
758796,unclassified Burkholderia,Bacteria,Burkholderia,Burkholderia sp. RPE67,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
758802,cellular organisms,Bacteria,Mycolicibacterium,Mycolicibacterium litorale,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
759620,cellular organisms,Bacteria,Weissella,Weissella ceti,Lactobacillales,Firmicutes,Bacilli,Leuconostocaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1454006,cellular organisms,Bacteria,Siansivirga,Siansivirga zeaxanthinifaciens,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Siansivirga zeaxanthinifaciens CC-SAMT-1,,FCB group,,,,,,,,,,,,,,
1280002,cellular organisms,Bacteria,Vibrio,Vibrio jasicida,Vibrionales,Proteobacteria,Gammaproteobacteria,Vibrionaceae,Vibrio jasicida 090810c,,,,,,Vibrio harveyi group,,,,,,,,,,
767452,cellular organisms,Bacteria,Serinicoccus,Serinicoccus chungangensis,Micrococcales,Actinobacteria,Actinobacteria,Intrasporangiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
488538,cellular organisms,Bacteria,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,,Proteobacteria,Alphaproteobacteria,,Candidatus Puniceispirillum marinum IMCC1322,,SAR116 cluster,,,,,,,,,,,,,,
768490,unclassified Serratia,Bacteria,Serratia,Serratia sp. AS12,Enterobacterales,Proteobacteria,Gammaproteobacteria,Yersiniaceae,,,,,,,,,,,,,,,,,
794903,unclassified Opitutaceae,Bacteria,,Opitutaceae bacterium TAV5,Opitutales,Verrucomicrobia,Opitutae,Opitutaceae,,,PVC group,,,,,,,,,,,,,,
795665,unclassified Hydrogenophaga,Bacteria,Hydrogenophaga,Hydrogenophaga sp. PBC,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
797291,cellular organisms,Bacteria,Sphingobacterium,Sphingobacterium lactis,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
857417,cellular organisms,Bacteria,Janibacter,Janibacter indicus,Micrococcales,Actinobacteria,Actinobacteria,Intrasporangiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
859143,cellular organisms,Bacteria,Cytobacillus,Cytobacillus kochii,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
859653,unclassified Pelagibacteraceae,Bacteria,,alpha proteobacterium HIMB5,Pelagibacterales,Proteobacteria,Alphaproteobacteria,Pelagibacteraceae,,,,,,,,,,,,,,,,,
860235,cellular organisms,Bacteria,Kibdelosporangium,Kibdelosporangium phytohabitans,Pseudonocardiales,Actinobacteria,Actinobacteria,Pseudonocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
861299,cellular organisms,Bacteria,Gemmatirosa,Gemmatirosa kalamazoonesis,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadaceae,,,FCB group,,,,,,,,,,,,,,
862126,cellular organisms,Bacteria,Mucilaginibacter,Mucilaginibacter ginsenosidivorax,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
862751,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. SirexAA-E,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
863372,cellular organisms,Bacteria,Herbaspirillum,Herbaspirillum huttiense,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,,,,,,,,,,,,,,,,,
635013,cellular organisms,Bacteria,Thermincola,Thermincola potens,Clostridiales,Firmicutes,Clostridia,Peptococcaceae,Thermincola potens JR,,Terrabacteria group,,,,,,,,,,,,,,
864828,cellular organisms,Bacteria,Massilia,Massilia umbonata,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,,,,,,,,,,,,,,,,,
867076,unclassified Paenibacillus,Bacteria,Paenibacillus,Paenibacillus sp. IHB B 3084,Bacillales,Firmicutes,Bacilli,Paenibacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
401053,cellular organisms,Bacteria,Terriglobus,Terriglobus saanensis,Acidobacteriales,Acidobacteria,Acidobacteriia,Acidobacteriaceae,Terriglobus saanensis SP1PR4,,,,,,,,,,,,,,,,
871742,cellular organisms,Bacteria,Massilia,Massilia flava,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,,,,,,,,,,,,,,,,,
873191,Arcobacter group,Bacteria,Arcobacter,Arcobacter defluvii,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
875328,cellular organisms,Bacteria,Mycolicibacter,Mycolicibacter sinensis,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
876364,unclassified Cupriavidus,Bacteria,Cupriavidus,Cupriavidus sp. USMAA2-4,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
877500,Arcobacter group,Bacteria,Arcobacter,Arcobacter anaerophilus,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
878220,unclassified Chryseobacterium,Bacteria,Chryseobacterium,Chryseobacterium sp. StRB126,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
879274,unclassified Shinella,Bacteria,Shinella,Shinella sp. HZN7,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,,,,,,,,,,,,,,,,,
881260,cellular organisms,Bacteria,Enterobacter,Enterobacter bugandensis,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
699246,cellular organisms,Bacteria,Mageeibacillus,Mageeibacillus indolicus,Clostridiales,Firmicutes,Clostridia,Hungateiclostridiaceae,Mageeibacillus indolicus UPII9-5,,Terrabacteria group,,,,,,,,,,,,,,
885040,cellular organisms,Bacteria,Enterobacter,Enterobacter soli,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
646529,cellular organisms,Bacteria,Desulfosporosinus,Desulfosporosinus acidiphilus,Clostridiales,Firmicutes,Clostridia,Peptococcaceae,Desulfosporosinus acidiphilus SJ4,,Terrabacteria group,,,,,,,,,,,,,,
888845,Sorangiineae incertae sedis,Bacteria,Minicystis,Minicystis rosea,Myxococcales,Proteobacteria,Deltaproteobacteria,,,,,delta/epsilon subdivisions,Sorangiineae,,,,,,,,,,,,
889453,cellular organisms,Bacteria,Alkalitalea,Alkalitalea saponilacus,Marinilabiliales,Bacteroidetes,Bacteroidia,Marinilabiliaceae,,,FCB group,,,,,,,,,,,,,,
891974,cellular organisms,Bacteria,,Plautia stali symbiont,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
904039,unclassified Arthrobacter,Bacteria,Arthrobacter,Arthrobacter sp. NEB 688,Micrococcales,Actinobacteria,Actinobacteria,Micrococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
904291,cellular organisms,Bacteria,Microbacterium,Microbacterium sediminis,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
273068,cellular organisms,Bacteria,Caldanaerobacter,Caldanaerobacter subterraneus,Thermoanaerobacterales,Firmicutes,Clostridia,Thermoanaerobacteraceae,Caldanaerobacter subterraneus subsp. tengcongensis MB4,,Terrabacteria group,,,Caldanaerobacter subterraneus subsp. tengcongensis,,,,,,,,,,,
912801,unclassified Dietzia,Bacteria,Dietzia,Dietzia sp. DQ12-45-1b,Corynebacteriales,Actinobacteria,Actinobacteria,Dietziaceae,,,Terrabacteria group,,,,,,,,,,,,,,
913107,cellular organisms,Bacteria,Pelolinea,Pelolinea submarina,Anaerolineales,Chloroflexi,Anaerolineae,Anaerolineaceae,,,Terrabacteria group,,,,,,,,,,,,,,
913109,Arcobacter group,Bacteria,Arcobacter,Arcobacter ellisii,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
914150,cellular organisms,Bacteria,Kangiella,Kangiella geojedonensis,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Kangiellaceae,,,,,,,,,,,,,,,,,
914153,cellular organisms,Bacteria,Salinimonas,Salinimonas lutimaris,Alteromonadales,Proteobacteria,Gammaproteobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,,
925818,unclassified Methylobacterium,Bacteria,Methylobacterium,Methylobacterium sp. AMS5,Rhizobiales,Proteobacteria,Alphaproteobacteria,Methylobacteriaceae,,,,,,,,,,,,,,,,,
927083,cellular organisms,Bacteria,Sandaracinus,Sandaracinus amylolyticus,Myxococcales,Proteobacteria,Deltaproteobacteria,Sandaracinaceae,,,,delta/epsilon subdivisions,Sorangiineae,,,,,,,,,,,,
929813,cellular organisms,Bacteria,Gibbsiella,Gibbsiella quercinecans,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
994484,cellular organisms,Bacteria,Pseudomonas,Pseudomonas brassicacearum,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas brassicacearum subsp. brassicacearum NFM421,,,,,Pseudomonas brassicacearum subsp. brassicacearum,,,,,,,,,,,
930166,cellular organisms,Bacteria,Pseudomonas,Pseudomonas brassicacearum,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
930805,cellular organisms,Bacteria,Halioglobus,Halioglobus japonicus,Cellvibrionales,Proteobacteria,Gammaproteobacteria,Halieaceae,,,,,,,,,,,,,,,,,
930806,cellular organisms,Bacteria,Halioglobus,Halioglobus pacificus,Cellvibrionales,Proteobacteria,Gammaproteobacteria,Halieaceae,,,,,,,,,,,,,,,,,
931866,cellular organisms,Bacteria,Bradyrhizobium,Bradyrhizobium ottawaense,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,,,,,,,,,,,
935199,unclassified Rhodococcus,Bacteria,Rhodococcus,Rhodococcus sp. p52,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
935222,unclassified Flavobacterium,Bacteria,Flavobacterium,Flavobacterium sp. Sr18,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
936337,cellular organisms,Bacteria,Microbacterium,Microbacterium amylolyticum,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
653733,cellular organisms,Bacteria,Desulfurispirillum,Desulfurispirillum indicum,Chrysiogenales,Chrysiogenetes,Chrysiogenetes,Chrysiogenaceae,Desulfurispirillum indicum S5,,,,,,,,,,,,,,,,
491952,cellular organisms,Bacteria,Marinomonas,Marinomonas posidonica,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Oceanospirillaceae,Marinomonas posidonica IVIA-Po-181,,,,,,,,,,,,,,,,
938155,cellular organisms,Bacteria,Companilactobacillus,Lactobacillus futsaii,Lactobacillales,Firmicutes,Bacilli,Lactobacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
682795,cellular organisms,Bacteria,Granulicella,Granulicella mallensis,Acidobacteriales,Acidobacteria,Acidobacteriia,Acidobacteriaceae,Granulicella mallensis MP5ACTX8,,,,,,,,,,,,,,,,
1198114,cellular organisms,Bacteria,Granulicella,Granulicella tundricola,Acidobacteriales,Acidobacteria,Acidobacteriia,Acidobacteriaceae,Granulicella tundricola MP5ACTX9,,,,,,,,,,,,,,,,
944547,unclassified Arcobacter group,Bacteria,,Arcobacter sp. L,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
945844,cellular organisms,Bacteria,Massilia,Massilia oculi,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,,,,,,,,,,,,,,,,,
946333,Burkholderiales genera incertae sedis,Bacteria,Rhizobacter,Rhizobacter gummiphilus,Burkholderiales,Proteobacteria,Betaproteobacteria,,,,,,,,,,,,,,,,,,
946334,unclassified Actinoplanes,Bacteria,Actinoplanes,Actinoplanes sp. OR16,Micromonosporales,Actinobacteria,Actinobacteria,Micromonosporaceae,,,Terrabacteria group,,,,,,,,,,,,,,
947515,unclassified Ectothiorhodospiraceae,Bacteria,,Ectothiorhodospiraceae bacterium BW-2,Chromatiales,Proteobacteria,Gammaproteobacteria,Ectothiorhodospiraceae,,,,,,,,,,,,,,,,,
947516,cellular organisms,Bacteria,,gamma proteobacterium SS-5,,Proteobacteria,Gammaproteobacteria,,,,,,,,,,,,,,,,,,
947919,cellular organisms,Bacteria,Desulfosarcina,Desulfosarcina widdelii,Desulfobacterales,Proteobacteria,Deltaproteobacteria,Desulfobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
754502,cellular organisms,Bacteria,Paraburkholderia,Paraburkholderia sprentiae,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,Paraburkholderia sprentiae WSM5005,,,,,,,,,,,,,,,,
948519,cellular organisms,Bacteria,Aeromonas,Aeromonas rivipollensis,Aeromonadales,Proteobacteria,Gammaproteobacteria,Aeromonadaceae,,,,,,,,,,,,,,,,,
980251,cellular organisms,Bacteria,Mariniblastus,Mariniblastus fucicola,Pirellulales,Planctomycetes,Planctomycetia,Pirellulaceae,,,PVC group,,,,,,,,,,,,,,
980254,cellular organisms,Bacteria,Roseimaritima,Roseimaritima ulvae,Pirellulales,Planctomycetes,Planctomycetia,Pirellulaceae,,,PVC group,,,,,,,,,,,,,,
980427,cellular organisms,Bacteria,Deinococcus,Deinococcus wulumuqiensis,Deinococcales,Deinococcus-Thermus,Deinococci,Deinococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
983544,unclassified Lacinutrix,Bacteria,Lacinutrix,Lacinutrix sp. 5H-3-7-4,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
983548,unclassified Dokdonia,Bacteria,Dokdonia,Dokdonia sp. 4H-3-7-5,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1403316,cellular organisms,Bacteria,Mycoplasma,Mycoplasma parvum,Mycoplasmatales,Tenericutes,Mollicutes,Mycoplasmataceae,Mycoplasma parvum str. Indiana,,Terrabacteria group,,,,,,,,,,,,,,
985002,cellular organisms,Bacteria,Staphylococcus,Staphylococcus argenteus,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
985762,cellular organisms,Bacteria,Staphylococcus,Staphylococcus agnetis,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
991905,cellular organisms,Bacteria,Polymorphum,Polymorphum gilvum,,Proteobacteria,Alphaproteobacteria,,Polymorphum gilvum SL003B-26A1,,,,,,,,,,,,,,,,
1208919,cellular organisms,Bacteria,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium desouzaii,,Proteobacteria,Betaproteobacteria,,Candidatus Kinetoplastibacterium desouzaii TCC079E,,,,,,,,,,,,,,,,
1208921,cellular organisms,Bacteria,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium galatii,,Proteobacteria,Betaproteobacteria,,Candidatus Kinetoplastibacterium galatii TCC219,,,,,,,,,,,,,,,,
1208920,cellular organisms,Bacteria,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium oncopeltii,,Proteobacteria,Betaproteobacteria,,Candidatus Kinetoplastibacterium oncopeltii TCC290E,,,,,,,,,,,,,,,,
996801,cellular organisms,Bacteria,Polaribacter,Polaribacter reichenbachii,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
998844,cellular organisms,Bacteria,Allopseudarcicella,Allopseudarcicella aquatilis,Cytophagales,Bacteroidetes,Cytophagia,Cytophagaceae,,,FCB group,,,,,,,,,,,,,,
1002672,unclassified Candidatus Pelagibacter,Bacteria,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,Pelagibacterales,Proteobacteria,Alphaproteobacteria,Pelagibacteraceae,,,,,,,,,,,,,,,,,
263358,cellular organisms,Bacteria,Verrucosispora,Verrucosispora maris,Micromonosporales,Actinobacteria,Actinobacteria,Micromonosporaceae,Verrucosispora maris AB-18-032,,Terrabacteria group,,,,,,,,,,,,,,
